Company name;Fixed assets 2018;Fixed assets 2017;Fixed assets 2016;Intangible fixed assets 2018;Intangible fixed assets 2017;Intangible fixed assets 2016;Tangible fixed assets 2018;Tangible fixed assets 2017;Tangible fixed assets 2016;Other fixed assets 2018;Other fixed assets 2017;Other fixed assets 2016;Current assets 2018;Current assets 2017;Current assets 2016;Stock 2018;Stock 2017;Stock 2016;Debtors 2018;Debtors 2017;Debtors 2016;Other current assets 2018;Other current assets 2017;Other current assets 2016;Cash & cash equivalent 2018;Cash & cash equivalent 2017;Cash & cash equivalent 2016;Total assets 2018;Total assets 2017;Total assets 2016;Shareholders funds 2018;Shareholders funds 2017;Shareholders funds 2016;Capital 2018;Capital 2017;Capital 2016;Other shareholders funds 2018;Other shareholders funds 2017;Other shareholders funds 2016;Non-current liabilities 2018;Non-current liabilities 2017;Non-current liabilities 2016;Long term debt 2018;Long term debt 2017;Long term debt 2016;Other non-current liabilities 2018;Other non-current liabilities 2017;Other non-current liabilities 2016;Provisions 2018;Provisions 2017;Provisions 2016;Current liabilities 2018;Current liabilities 2017;Current liabilities 2016;Loans 2018;Loans 2017;Loans 2016;Creditors 2018;Creditors 2017;Creditors 2016;Other current liabilities 2018;Other current liabilities 2017;Other current liabilities 2016;Total shareh. funds & liab. 2018;Total shareh. funds & liab. 2017;Total shareh. funds & liab. 2016;NACE Rev. 2 primary code;NACE Rev. 2, primary code description;MORE evaluation - Score 2018;MORE evaluation - Score 2017;MORE evaluation - Score 2016
DTS DACHTECHNIK SYSTEME GMBH & CO. KG;394;443;372;0;1;3;280;327;283;114;114;85;4734;4950;5118;2814;3957;3962;0;0;0;1920;993;1157;714;295;521;5128;5392;5490;791;801;521;791;801;521;0;0;0;749;4591;4969;183;4053;4919;566;538;50;566;538;50;3587;0;0;0;n.a.;n.a.;0;n.a.;n.a.;3587;n.a.;n.a.;5128;5392;5490;4391;Roofing activities;B;B;B
DUMA-DRUCK GMBH;2116;2407;2490;0;0;0;2116;2407;2490;0;0;0;1768;1720;1980;148;146;146;0;0;0;1620;1574;1834;702;294;110;3884;4127;4470;2056;2189;2267;26;26;26;2031;2163;2241;1311;1938;2203;1194;1854;2091;117;84;113;117;84;113;516;1;0;n.a.;0;n.a.;n.a.;0;n.a.;1;1;n.a.;3884;4127;4470;1812;Other printing;BBB;BB;BBB
EBM BAUER GMBH;743;438;374;28;32;36;715;406;338;0;0;0;1393;1214;998;164;113;110;0;0;0;1229;1100;888;242;202;235;2136;1651;1372;684;520;406;25;25;25;659;495;381;811;441;477;450;110;152;361;330;325;361;330;325;642;691;489;0;0;0;0;0;0;642;691;489;2136;1651;1372;3832;Recovery of sorted materials;BBB;BBB;BB
ECONUM UNTERNEHMENSBERATUNG GMBH;161;179;195;2;4;7;60;75;92;99;100;96;2492;2656;3247;8;14;10;0;0;0;2483;2642;3236;879;1474;2027;2653;2836;3442;1091;1151;1200;67;67;67;1024;1084;1133;961;1029;1111;0;0;0;961;1029;1111;961;1029;1111;601;656;1130;0;0;0;0;0;0;601;656;1130;2653;2836;3442;7022;Business and other management consultancy activities;BBB;BBB;BBB
ECOSOLAR GMBH;5;6;8;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;86;172;66;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;90;177;74;26;33;10;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;65;144;64;62;142;61;3;3;3;3;3;3;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;90;177;74;2630;Manufacture of communication equipment;BB;BB;BB
EFFECT NETWORK GMBH;99;125;133;5;6;2;94;119;131;0;0;0;706;537;710;26;26;19;0;0;0;680;512;692;448;288;530;805;662;843;264;256;207;25;25;25;239;230;182;161;169;395;0;0;123;161;169;272;161;169;272;380;238;241;0;0;0;0;0;0;380;238;241;805;662;843;8230;Organisation of conventions and trade shows;BB;BB;BB
EIDOSMEDIA GMBH;44;42;56;0;0;1;44;42;55;0;0;0;1622;1628;1874;0;1;34;0;0;0;1622;1627;1840;0;0;0;1666;1670;1930;1009;1079;974;50;50;n.a.;959;1029;n.a.;631;590;537;461;489;0;169;102;537;169;102;537;26;0;419;0;n.a.;0;0;n.a.;11;26;n.a.;409;1666;1670;1930;4614;Agents involved in the sale of machinery, industrial equipment, ships and aircraft;BBB;BBB;BBB
EINRICHTUNGSHAUS WEISS GMBH;97;78;106;2;5;7;93;71;98;2;2;2;2778;2394;2376;980;1029;1035;0;0;0;1798;1365;1342;1419;987;621;2875;2472;2483;1967;1665;1474;102;102;102;1865;1563;1372;208;170;172;0;0;0;208;170;172;208;170;172;700;637;837;0;0;0;0;245;288;700;392;549;2875;2472;2483;4759;Retail sale of furniture, lighting equipment and other household articles in specialised stores;BBB;BBB;BBB
ELBACOM ELEKTRONISCHE BAUTEILE UND COMPONENTEN VERTRIEBS GMBH;15;20;15;0;0;0;15;20;15;0;0;0;727;927;1243;108;108;165;0;0;0;619;820;1078;1;19;217;742;947;1258;578;845;1236;25;25;25;553;820;1211;1;29;4;0;0;0;1;29;4;1;29;4;163;73;18;0;0;0;0;0;0;163;73;18;742;947;1258;4652;Wholesale of electronic and telecommunications equipment and parts;BB;BB;BB
ELBWIND TRANSPORT GMBH;1399;660;130;0;0;0;1349;610;130;50;50;0;619;419;227;0;0;0;0;0;0;619;419;227;186;157;162;2018;1079;357;216;137;127;25;25;25;191;112;102;1325;665;141;1325;660;125;0;5;16;0;5;16;477;277;89;0;0;0;0;0;0;477;277;89;2018;1079;357;4941;Freight transport by road;B;B;BB
ELEKTRO JOSEF BECKERS GMBH;204;202;213;14;24;29;190;178;183;0;0;0;1287;1189;1066;332;239;311;0;0;0;954;950;755;272;312;152;1491;1391;1279;183;163;136;26;26;26;158;138;110;431;476;390;108;169;115;323;307;274;323;307;274;876;752;754;0;0;0;0;0;0;876;752;754;1491;1391;1279;4321;Electrical installation;B;BB;B
ELEKTROANLAGEN ROERING GMBH;525;569;477;24;51;38;500;518;439;0;0;0;2820;2011;3039;1416;715;1501;0;0;0;1404;1295;1538;895;825;1275;3344;2580;3516;1344;1351;1369;26;26;26;1318;1326;1343;504;353;366;33;0;0;472;353;366;472;353;366;1496;876;1781;0;0;0;0;0;0;1496;876;1781;3344;2580;3516;2790;Manufacture of other electrical equipment;BB;BBB;BB
ELFA-MASCHINENBAU GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG;308;73;84;0;0;0;58;72;83;250;0;0;1431;1666;1695;340;453;340;0;0;0;1092;1213;1355;494;417;752;1740;1738;1779;1404;1414;1442;87;87;87;1317;1327;1355;336;324;117;262;235;0;74;89;117;74;89;117;0;0;220;n.a.;n.a.;0;n.a.;n.a.;0;n.a.;n.a.;220;1740;1738;1779;2829;Manufacture of other general-purpose machinery nec;BBB;BBB;BBB
ELIS MUENCHEN GMBH;1728;990;1137;0;0;0;1728;990;1137;0;0;0;930;937;869;53;74;75;0;787;741;876;77;53;1;3;2;2657;1928;2007;1357;1057;-443;307;307;307;1050;751;-749;1300;297;201;987;3;11;313;294;190;313;294;190;0;573;2248;n.a.;8;9;n.a.;254;249;n.a.;311;1990;2657;1928;2007;9601;Washing and (dry-)cleaning of textile and fur products;BBB;BBB;CCC
EL-NET CONSULTING AG;579;552;133;78;105;72;109;54;61;393;393;0;1691;2329;2449;1;0;0;0;0;0;1691;2329;2449;127;809;1420;2271;2881;2583;1387;1955;1884;300;59;59;1087;1896;1826;884;926;698;498;502;545;386;424;153;386;424;153;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2271;2881;2583;7022;Business and other management consultancy activities;BBB;BBB;BBB
EMCH + BERGER PROJEKT GMBH;204;259;385;19;45;70;185;214;316;0;0;0;2037;1752;1575;0;0;689;54;0;0;1983;1752;887;1875;1529;660;2241;2011;1961;703;678;644;105;105;105;598;573;539;298;1333;283;2;1023;0;296;310;283;296;310;283;1239;0;1034;0;n.a.;0;145;n.a.;0;1094;n.a.;1034;2241;2011;1961;7112;Engineering activities and related technical consultancy;BBB;BBB;BB
EMPIRE EVENT & SUPPORT GMBH;431;224;143;1;2;0;430;223;143;0;0;0;659;792;954;0;0;0;0;0;0;659;792;954;69;202;460;1090;1016;1097;506;458;424;25;25;13;481;433;411;101;559;269;27;408;0;74;151;269;74;151;269;483;0;404;0;n.a.;0;0;n.a.;0;483;n.a.;404;1090;1016;1097;8010;Private security activities;BB;BB;BB
ENDERS GMBH;2682;2815;2858;49;63;33;2633;2753;2826;0;0;0;1661;1242;1110;107;123;154;0;0;0;1554;1119;955;529;251;450;4343;4057;3968;1954;1620;1372;50;50;50;1904;1570;1322;2054;2135;2281;1576;1779;1974;478;356;307;478;356;307;335;302;315;0;0;0;0;0;0;335;302;315;4343;4057;3968;7112;Engineering activities and related technical consultancy;BBB;BBB;BB
ENGELKING SCHWEISSTECHNIK GMBH;37;37;35;0;1;0;36;36;35;0;0;0;2503;1843;808;1152;970;380;0;0;0;1351;873;429;731;448;244;2539;1880;843;765;309;225;25;25;25;740;284;200;284;148;166;23;39;54;261;109;112;261;109;112;1490;1422;453;0;0;0;0;0;0;1490;1422;453;2539;1880;843;2562;Machining;BB;BB;BB
ENGLER STEUER- UND MESSTECHNIK GMBH & CO. KG;229;159;168;31;8;6;198;151;162;0;1;1;1558;1761;1574;307;347;299;0;0;0;1251;1414;1275;1102;1253;1165;1787;1920;1742;1164;1190;900;1164;1190;900;0;0;0;395;494;543;338;413;488;57;82;56;57;82;56;228;236;300;0;0;0;0;0;0;228;236;300;1787;1920;1742;2651;Manufacture of instruments and appliances for measuring, testing and navigation;BBB;BBB;BBB
EPP-SICHERHEITSMANAGEMENT GMBH;45;34;32;0;0;1;45;34;31;0;0;0;721;527;539;0;0;0;0;0;0;721;527;539;133;49;1;766;561;571;266;114;42;26;26;26;240;88;16;63;53;15;0;0;0;63;53;15;63;53;15;437;393;515;0;0;0;0;0;0;437;393;515;766;561;571;8010;Private security activities;BB;BB;BB
ERBES-KAELTE GMBH;428;464;518;0;0;1;428;464;516;0;0;0;1727;1625;1390;349;494;522;0;0;0;1378;1131;868;1159;891;671;2155;2089;1908;1378;1010;686;10;10;10;1368;999;676;661;581;1222;239;281;838;422;300;384;422;300;384;116;498;0;0;0;n.a.;0;0;n.a.;116;498;n.a.;2155;2089;1908;4322;Plumbing, heat and air conditioning installation;BBB;BBB;BBB
ERGOFIT FITNESS SYSTEMS HANDELS GMBH;176;354;280;0;0;0;176;354;280;0;0;0;3367;3039;3032;0;0;5;0;0;0;3367;3039;3027;317;44;628;3543;3393;3312;3084;2862;2882;26;26;26;3058;2837;2857;256;531;236;162;508;212;94;23;24;94;23;24;203;0;194;0;n.a.;0;0;n.a.;0;203;n.a.;194;3543;3393;3312;4649;Wholesale of other household goods;BBB;BBB;BBB
ERICH HARTKOPF STAHLWARENFABRIKATION GMBH & CO. KG;139;128;161;58;31;52;81;98;108;0;0;0;2075;2301;2056;1323;1645;1537;0;0;0;752;656;519;488;492;324;2214;2429;2217;10;10;10;10;10;10;0;0;0;2203;2419;2206;2122;2345;2149;81;74;57;81;74;57;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2214;2429;2217;4649;Wholesale of other household goods;CCC;CCC;CCC
ERICH SCHONEBOOM GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG;354;370;338;26;33;14;322;331;317;6;6;6;860;799;941;326;357;342;0;0;0;534;442;599;37;1;3;1214;1169;1279;609;514;441;153;153;153;455;361;288;606;655;838;467;563;748;138;91;90;138;91;90;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1214;1169;1279;4322;Plumbing, heat and air conditioning installation;BB;BB;BB
ERICH UHE GMBH;168;158;1092;22;19;11;146;140;99;0;0;983;3344;2930;2565;772;733;715;0;0;0;2572;2197;1850;1930;1853;1226;3512;3089;3658;1319;1108;1706;26;26;26;1293;1082;1680;1914;1780;1764;0;0;0;1914;1780;1764;1914;1780;1764;278;201;188;0;0;0;0;0;0;278;201;188;3512;3089;3658;2562;Machining;BBB;BBB;BBB
ERNST SCHULER GMBH;168;192;185;0;0;1;91;115;107;77;77;77;1789;1544;1499;903;815;789;0;0;0;885;729;710;5;53;16;1957;1736;1685;991;997;1166;51;51;51;940;946;1115;111;11;32;100;0;0;11;11;32;11;11;32;855;727;486;0;0;0;0;0;0;855;727;486;1957;1736;1685;4643;Wholesale of electrical household appliances;BBB;BBB;BBB
ERSTE WOHNEN UND LEBEN GMBH;3960;3857;4033;0;0;0;857;3182;3358;3103;675;675;4275;3534;6413;23;0;0;0;0;0;4252;3534;6413;2472;69;2615;8234;7391;10446;5191;338;651;25;25;25;5166;313;626;1791;5456;7832;1712;5251;7542;78;205;290;78;205;290;1253;1597;1964;0;0;0;0;0;0;1253;1597;1964;8234;7391;10446;6810;Buying and selling of own real estate;BBB;CCC;CCC
ESCD-GMBH;3344;2819;1463;4;1;5;3253;2657;1402;87;161;57;4537;2127;2722;3045;1326;1574;0;0;0;1491;801;1148;79;17;115;7881;4946;4185;3148;1808;1199;25;25;25;3124;1783;1174;1863;3138;2986;1334;2750;2721;529;388;265;526;372;257;2870;0;0;0;n.a.;n.a.;0;n.a.;n.a.;2870;n.a.;n.a.;7881;4946;4185;2790;Manufacture of other electrical equipment;B;BBB;BB
ETRACKER GMBH;1590;1747;1653;1464;1624;1535;61;60;54;64;64;64;1597;2452;2928;0;0;0;0;0;0;1597;2452;2928;635;2035;2538;3186;4200;4580;815;1277;1304;27;27;27;788;1250;1277;538;592;628;0;0;0;538;592;628;123;140;154;1833;2331;2649;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1644;2140;2358;3186;4200;4580;6201;Computer programming activities;BB;BB;BB
EVENTURELINE GMBH & CO. KG;108;133;163;2;0;0;106;133;162;0;0;0;741;626;1141;21;0;0;0;0;0;720;626;1141;210;121;383;849;759;1304;76;42;22;76;42;23;0;0;-1;132;57;1282;91;31;1252;41;26;29;41;26;29;641;660;0;0;n.a.;n.a.;0;n.a.;n.a.;641;5;n.a.;849;759;1304;5620;Event catering and other food service activities;BB;CCC;CCC
F.A. WOBST GMBH & CO. KG GROSSHANDEL FUER INDUSTRIE- UND KRAFTFAHRZEUGBEDARF;327;312;280;0;0;0;111;101;99;216;211;182;2420;2244;2517;1197;1144;1011;0;0;0;1223;1100;1506;334;451;931;2747;2556;2797;1698;223;179;1698;223;179;0;0;0;117;2332;123;0;2207;0;117;125;123;117;125;123;931;0;2495;0;n.a.;0;0;n.a.;0;931;n.a.;2495;2747;2556;2797;4531;Wholesale trade of motor vehicle parts and accessories;BBB;BB;CCC
FASEK ENGINEERING AND PRODUCTION GMBH;1768;1899;1904;0;0;2;515;549;596;1253;1350;1306;2933;2524;2648;848;743;409;0;0;0;2085;1781;2239;300;700;1441;4701;4423;4552;3433;3392;3513;850;850;850;2583;2542;2663;1268;1031;1040;825;670;442;443;361;598;443;361;598;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;4701;4423;4552;7112;Engineering activities and related technical consultancy;BBB;BBB;BBB
FASHION BY CD GMBH;14;27;54;1;3;9;13;24;45;0;0;0;1143;2139;1383;282;423;291;0;0;0;861;1716;1091;247;540;178;1157;2166;1437;626;620;631;19;19;19;607;601;612;531;1545;806;511;1523;775;20;22;31;20;22;31;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1157;2166;1437;4752;Retail sale of hardware, paints and glass in specialised stores;BB;BB;BB
FAST4WARD GMBH;219;214;279;2;1;3;217;212;276;0;0;0;796;642;559;40;33;16;0;0;0;756;610;543;310;196;237;1015;856;839;604;500;379;25;25;25;579;475;354;411;356;85;289;279;71;122;76;14;122;76;14;0;0;375;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;0;1015;856;839;9609;Other personal service activities nec;BB;BB;BB
FECO TRADING GMBH ENERGIEHANDELSGESELLSCHAFT;14;20;27;0;0;0;14;20;27;0;0;0;324;511;373;0;0;0;0;0;0;324;511;373;210;191;217;338;531;400;84;115;87;26;26;26;58;89;61;59;417;313;0;355;243;59;62;70;59;62;70;196;0;0;0;n.a.;n.a.;0;n.a.;n.a.;196;n.a.;n.a.;338;531;400;4671;Wholesale of solid, liquid and gaseous fuels and related products;BB;BB;BB
FELD-M GMBH;476;469;300;33;0;0;210;236;153;233;233;147;4609;4921;4673;0;0;0;0;0;1651;4609;4921;3022;2837;2840;2770;5085;5390;4973;4313;4607;4100;26;26;26;4287;4581;4074;372;783;873;0;477;626;372;306;247;372;306;247;400;0;0;0;n.a.;n.a.;0;n.a.;n.a.;400;n.a.;n.a.;5085;5390;4973;7022;Business and other management consultancy activities;A;A;BBB
FEPCO GMBH;1169;1245;1381;105;102;115;1064;1143;1267;0;0;0;3690;2359;2262;2729;1831;1724;0;0;0;961;528;538;49;76;57;4859;3604;3643;1094;1060;1062;200;200;200;894;860;862;3765;2374;2581;3628;2292;2501;137;82;80;137;82;80;0;170;0;n.a.;0;n.a.;n.a.;0;n.a.;n.a.;170;n.a.;4859;3604;3643;7200;Scientific research and development;BB;B;BB
FISCHER, KNOBLAUCH & CO. MEDIENPRODUKTIONSGESELLSCHAFT MBH;1014;735;495;4;7;0;950;668;466;60;60;29;3014;2758;2059;30;15;17;0;0;0;2984;2743;2042;1534;1377;823;4028;3493;2554;1338;1171;965;26;26;26;1313;1146;940;2066;1805;1206;695;431;242;1371;1375;964;1371;1375;964;624;516;382;n.a.;n.a.;0;n.a.;n.a.;0;3;1;382;4028;3493;2554;6201;Computer programming activities;BBB;BBB;BBB
FLEISCHEREI GIES GMBH;424;438;470;0;0;0;422;438;469;2;1;1;957;715;679;83;86;77;0;0;0;874;628;601;610;439;463;1381;1153;1148;898;693;525;60;60;60;838;633;465;199;206;254;38;47;56;161;159;198;161;159;198;284;254;369;0;0;0;0;0;0;284;254;369;1381;1153;1148;1013;Production of meat and poultry meat products;BB;BB;BB
FLEX-POS GMBH & CO. KG;329;134;159;0;1;3;328;133;156;0;0;0;3746;3138;2826;288;86;143;0;0;0;3457;3052;2683;902;1502;598;4074;3273;2985;660;5;5;5;5;5;655;0;0;3414;1065;854;3332;959;704;82;106;151;82;106;151;0;2202;2126;n.a.;0;0;n.a.;0;0;n.a.;2202;2126;4074;3273;2985;9511;Repair of computers and peripheral equipment;BB;CCC;CCC
FMS MONTAGETECHNIK GMBH;45;55;50;0;0;0;44;55;50;0;0;0;1678;1536;1443;501;335;342;0;0;0;1176;1202;1101;42;38;112;1722;1591;1493;1003;904;865;153;153;153;849;751;711;50;687;39;0;639;0;50;48;38;50;48;38;669;0;590;0;n.a.;n.a.;0;n.a.;n.a.;669;n.a.;39;1722;1591;1493;9609;Other personal service activities nec;BBB;BBB;BB
FOLITEC-AGRARFOLIEN VERTRIEBS GMBH;164;126;110;3;0;0;81;48;32;80;79;78;785;810;868;407;359;379;0;0;0;379;451;490;56;188;175;949;937;979;168;199;175;26;26;26;143;173;150;380;738;803;0;404;521;380;334;282;380;334;282;401;0;0;0;n.a.;n.a.;0;n.a.;n.a.;401;n.a.;n.a.;949;937;979;4649;Wholesale of other household goods;BB;BB;BB
FORCE NET GMBH;16;14;9;4;6;0;13;8;9;0;0;0;693;1074;676;141;122;56;0;0;0;553;951;620;169;527;231;710;1088;685;413;480;206;25;13;13;388;468;194;14;79;479;0;0;469;14;79;10;14;79;10;283;529;0;0;0;n.a.;0;0;n.a.;283;529;n.a.;710;1088;685;6202;Computer consultancy activities;BB;BB;BB
FORELAN GMBH;185;221;237;18;19;34;92;127;128;75;75;75;1738;1946;2154;243;192;732;0;0;0;1495;1754;1422;548;783;706;1923;2167;2391;1668;1660;1391;38;38;25;1630;1623;1366;19;507;1000;0;283;801;19;224;199;19;224;199;236;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1;n.a.;n.a.;1923;2167;2391;7112;Engineering activities and related technical consultancy;BBB;BBB;BBB
FOUR MANUFACTURING SERVICES GMBH;126;30;23;1;1;2;126;29;21;0;0;0;999;759;560;0;0;0;0;0;0;999;759;560;326;79;28;1126;789;582;734;532;276;25;25;25;709;507;251;128;88;137;2;0;0;126;88;137;126;88;137;264;169;169;0;0;0;0;0;0;264;169;169;1126;789;582;2680;Manufacture of magnetic and optical media;BB;BB;BB
FRANZ PESTERITZ GMBH & CO. KG;1136;175;228;0;0;0;1135;174;227;1;1;1;2022;2482;2256;1350;1378;1255;0;0;0;672;1103;1000;455;958;724;3159;2657;2484;2570;2549;2343;2570;2549;2343;0;0;0;492;35;10;475;0;0;17;35;10;17;35;10;97;73;131;0;0;0;0;0;0;97;73;131;3159;2657;2484;4677;Wholesale of waste and scrap;BBB;BBB;BBB
FRESSNAPF SUED HOLDING GMBH;1352;1430;942;0;35;39;0;699;312;1352;695;592;53;1723;802;0;1298;718;0;0;0;53;424;85;1;161;78;1406;3152;1744;311;311;186;200;200;75;111;111;111;1095;2710;106;1083;2622;41;12;88;65;12;88;65;0;132;1453;n.a.;0;n.a.;n.a.;0;n.a.;n.a.;132;2;1406;3152;1744;7010;Activities of head offices;BB;B;CC
FREVA SANDWICHSYSTEME GMBH;1;2;3;0;0;0;1;2;3;0;0;0;1020;1215;791;360;298;295;0;0;0;661;916;496;331;309;220;1021;1217;794;655;634;522;51;51;51;604;583;471;83;427;272;0;0;135;83;427;137;83;427;137;283;156;0;0;0;n.a.;0;0;n.a.;283;156;n.a.;1021;1217;794;2221;Manufacture of plastic plates, sheets, tubes and profiles;BB;BB;BB
FRIEDRICH SCHWEDT TIEFBAUGESELLSCHAFT MBH;709;863;800;2;4;0;707;860;800;0;0;0;2400;1649;1688;1473;723;873;0;0;0;927;926;815;314;488;446;3109;2512;2488;1496;967;615;103;103;103;1393;864;512;1613;1545;1873;1242;1359;1653;371;186;220;371;186;220;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;3109;2512;2488;4222;Construction of utility projects for electricity and telecommunications;BBB;BBB;BB
FRITZ GUTEKUNST GMBH & CO. KG;1767;2060;1868;0;0;0;1767;2060;1868;1;1;1;394;334;354;49;48;41;0;0;0;345;286;313;1;1;0;2161;2394;2222;51;113;108;51;113;108;0;0;0;317;243;190;245;179;131;72;63;59;72;63;59;1794;2038;1924;0;0;0;0;0;0;1794;2038;1924;2161;2394;2222;4941;Freight transport by road;CC;CC;CC
FROMME ARMATUREN VERTRIEB GMBH & CO. KG;711;742;752;8;12;1;672;700;721;31;31;31;1932;1919;2067;1505;1200;1354;0;0;0;426;719;713;77;347;205;2642;2661;2820;102;657;678;102;657;678;0;0;0;445;541;537;408;501;495;38;40;42;38;40;42;2095;1463;1605;0;0;0;0;0;0;2095;1463;1605;2642;2661;2820;4669;Wholesale of other machinery and equipment;CC;B;B
FST LOGISTIC GMBH & CO. KG;729;499;191;0;0;0;729;499;191;0;0;0;1109;1161;1043;0;0;0;0;0;0;1109;1161;1043;457;349;406;1838;1660;1234;479;526;352;479;526;352;0;0;0;1359;1134;882;1265;1028;726;94;107;156;94;107;156;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1838;1660;1234;5229;Other transportation support activities;BBB;BBB;BB
FUCHS PERSONAL GMBH;216;225;383;0;0;0;17;26;36;199;199;347;1378;1448;1190;3;5;5;0;0;0;1375;1443;1185;908;1003;817;1594;1674;1573;883;902;853;25;25;25;858;877;828;235;284;250;0;0;0;235;284;250;235;284;250;476;488;470;0;0;0;0;0;0;476;488;470;1594;1674;1573;7820;Temporary employment agency activities;BBB;BBB;BBB
FUERSTENFELDER GASTRONOMIE UND HOTEL GMBH;1265;928;906;57;21;24;1207;907;881;1;1;1;534;536;609;72;66;84;0;0;0;461;470;525;92;189;294;1799;1464;1514;17;29;-102;25;25;25;-8;4;-127;1782;861;962;1591;618;831;191;243;130;191;243;130;0;573;655;n.a.;0;0;n.a.;0;0;n.a.;573;655;1799;1464;1514;5510;Hotels and similar accommodation;B;CCC;CC
FURRER + FREY DEUTSCHLAND GMBH;2419;1743;787;201;170;18;2218;1572;770;0;0;0;5688;1809;685;1197;0;0;0;0;0;4491;1809;685;3260;1063;313;8107;3551;1472;1216;134;-440;100;100;100;1116;34;-540;6891;3417;1911;4886;3365;1873;2005;52;39;2005;52;39;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;8107;3551;1472;4329;Other construction installation;BB;B;CCC
GAERTNERHOF SCHULZ GMBH;16;19;25;0;0;0;14;16;22;3;3;3;612;966;919;0;0;0;0;0;0;612;966;919;405;683;614;628;984;944;430;803;774;102;102;102;327;701;671;83;97;101;0;0;0;83;97;101;83;97;101;116;84;69;0;0;0;0;0;0;116;84;69;628;984;944;4673;Wholesale of wood, construction materials and sanitary equipment;BB;BB;BB
GALA-BAU-AMEND GMBH;1770;1108;702;3;4;4;1767;1104;698;0;0;0;2087;2147;2460;0;0;0;0;0;0;2087;2147;2460;683;1194;1063;3856;3255;3162;2911;2318;2039;25;25;25;2886;2293;2014;286;368;422;67;113;73;219;255;349;219;255;349;659;570;701;0;0;0;0;0;0;659;570;701;3856;3255;3162;8130;Landscape service activities;BBB;BBB;BBB
GB SPEDITION + KURIER GMBH;123;41;55;3;0;0;120;41;54;0;0;0;1357;1375;963;0;0;0;0;0;0;1357;1375;963;474;499;370;1480;1416;1017;743;622;428;25;25;25;718;597;403;325;382;291;222;244;254;103;138;36;103;138;36;412;412;299;n.a.;0;n.a.;n.a.;0;n.a.;1;412;1;1480;1416;1017;5229;Other transportation support activities;BB;BB;BB
GCS GROSS CATERING UND SERVICE GMBH;58;22;24;0;0;0;58;22;24;0;0;0;634;709;767;107;78;79;0;0;0;528;632;688;183;296;366;692;731;791;167;224;332;25;25;25;142;199;307;159;248;189;0;26;0;159;222;189;159;222;189;367;260;270;0;0;0;0;0;0;367;260;270;692;731;791;5620;Event catering and other food service activities;BB;BB;BB
GEBR. FRERICHMANN GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG;202;219;240;0;0;2;202;219;238;0;0;0;1381;1311;1155;674;215;350;0;0;0;708;1095;806;92;436;138;1583;1529;1395;701;654;556;26;26;26;675;628;530;578;549;457;249;208;192;329;341;265;329;341;265;304;327;382;0;12;12;0;63;49;304;252;321;1583;1529;1395;2822;Manufacture of lifting and handling equipment;BBB;BBB;BB
GEBRUEDER EISLEB TRANSPORT GMBH;2455;2694;2851;0;0;0;2455;2694;2851;0;0;0;534;654;527;10;0;0;0;0;0;524;654;527;194;195;107;2989;3348;3378;100;202;170;27;27;27;74;175;144;2889;3146;3208;2850;3074;3064;39;72;144;39;72;144;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2989;3348;3378;4941;Freight transport by road;CCC;B;B
GEORG BECKER GMBH & CO. KG;1318;1738;1964;0;0;0;1317;1737;1964;0;0;0;1116;749;740;18;18;10;0;0;0;1098;731;730;468;187;70;2433;2486;2704;100;96;93;100;96;93;0;0;0;2333;2391;2611;2089;2073;2233;244;318;378;244;318;378;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2433;2486;2704;4939;Other passenger land transport nec;B;B;CCC
